Greedy -30 EX Time Per Distance 96 / 0
1.2222222222222223,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.5454545454545454,1.7142857142857142,2.0,2.3333333333333335,2.4285714285714284,2.466666666666667,3.4166666666666665,4.444444444444445,4.529411764705882,5.166666666666667,5.714285714285714,5.833333333333333,5.833333333333333,6.5,6.636363636363637,6.636363636363637,6.636363636363637,6.636363636363637,6.642857142857143,7.230769230769231,7.2727272727272725,7.2727272727272725,7.2727272727272725,7.2727272727272725,7.2727272727272725,8.058823529411764,8.666666666666666,9.1875,9.6,9.6,9.6,9.6,9.6,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.8,9.875,10.0,10.1,10.1,10.1,10.1,11.6,11.6,11.6,11.6,11.6,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.8,11.923076923076923,12.25,12.4,12.4,12.4,12.4,12.4,12.5,13.090909090909092,16.5,17.58823529411765,21.666666666666668,21.75,23.0,29.75,39.0,50.0
