AGreedy PG Time Per Distance 193 / 0
1.4615384615384615,2.1333333333333333,2.1578947368421053,2.5555555555555554,3.411764705882353,3.533333333333333,3.8181818181818183,3.933333333333333,4.090909090909091,4.3125,4.466666666666667,4.555555555555555,4.722222222222222,5.4,5.833333333333333,6.777777777777778,6.846153846153846,6.85,7.142857142857143,7.285714285714286,7.444444444444445,7.5,7.5,8.0,8.5,8.6,8.625,8.947368421052632,9.0,9.125,9.277777777777779,9.363636363636363,10.166666666666666,10.166666666666666,10.818181818181818,10.933333333333334,11.071428571428571,11.166666666666666,11.222222222222221,11.285714285714286,11.555555555555555,11.666666666666666,11.722222222222221,11.75,11.88888888888889,12.2,12.4,12.631578947368421,12.95,13.181818181818182,13.428571428571429,14.25,14.3,14.333333333333334,14.857142857142858,14.857142857142858,15.454545454545455,15.5,15.5,15.785714285714286,16.23076923076923,16.235294117647058,16.333333333333332,16.4,16.4,16.615384615384617,16.647058823529413,16.692307692307693,16.75,16.84,17.125,17.363636363636363,17.714285714285715,17.869565217391305,17.88888888888889,18.058823529411764,18.304347826086957,18.88888888888889,19.066666666666666,19.357142857142858,19.533333333333335,19.666666666666668,19.681818181818183,19.833333333333332,20.11111111111111,20.166666666666668,20.3,20.466666666666665,20.954545454545453,21.0,21.0,21.055555555555557,21.153846153846153,21.866666666666667,22.38888888888889,22.466666666666665,22.727272727272727,22.857142857142858,23.055555555555557,23.1,23.210526315789473,24.142857142857142,24.1875,24.333333333333332,24.6,24.6,24.636363636363637,25.142857142857142,25.166666666666668,25.31578947368421,25.4,25.428571428571427,26.071428571428573,26.2,26.333333333333332,26.333333333333332,26.625,26.666666666666668,26.90909090909091,27.0,27.61111111111111,27.666666666666668,27.75,28.285714285714285,28.375,28.666666666666668,28.818181818181817,29.23076923076923,29.666666666666668,29.785714285714285,29.857142857142858,30.0,30.066666666666666,30.333333333333332,30.333333333333332,30.77777777777778,30.833333333333332,30.9,31.666666666666668,31.8,32.333333333333336,32.36363636363637,32.54545454545455,32.54545454545455,32.54545454545455,33.15384615384615,34.0,34.333333333333336,36.666666666666664,37.0,37.42857142857143,37.5,37.54545454545455,37.75,38.2,38.42857142857143,38.8,38.833333333333336,39.0,39.2,39.888888888888886,40.63636363636363,41.8,42.0,42.0,42.3,42.55555555555556,44.8,46.714285714285715,47.0,50.833333333333336,53.375,53.42857142857143,53.888888888888886,54.714285714285715,55.8,56.0,57.6,64.6,75.0,75.33333333333333,78.33333333333333,78.33333333333333,78.5,86.0,104.66666666666667,104.66666666666667,108.25,115.66666666666667,125.66666666666667,128.33333333333334,141.0,156.0
